Remaining Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
524,1683,2020.08.27 00:00:00,2020.08.27 00:00:00,,,,27.0,,2020.08.27 16:05:56,1,,,,Primary,,No,
525,1696,2020.08.27 12:00:00,2020.08.27 12:00:00,,,,29.0,,2020.08.27 16:05:56,1,,,,Primary,,No,
526,1698,2020.08.27 12:00:00,2020.08.27 12:00:00,,,,29.0,,2020.08.27 16:05:56,1,,,,Primary,,No,
527,1703,2020.08.27 16:05:56,2020.08.27 16:05:56,18.0,38.13143,7.7816,,Hit,2020.08.27 16:05:56,1,No,No,,,15231 896 1605 20 12 0 7 10,No,
528,1704,2020.08.27 16:05:56,2020.08.27 16:05:56,18.0,38.13143,7.7816,,Hit,2020.08.27 16:05:56,1,No,No,,,15231 896 1605 20 12 0 7 10,No,
529,1705,2020.08.27 16:06:09,2020.08.27 16:06:09,,,,,Hit,2020.08.27 16:06:09,1,No,No,,,0 0 1605 0 0 0 0 0,No,
530,1706,2020.08.27 16:06:09,2020.08.27 16:06:09,,,,,Hit,2020.08.27 16:06:09,1,No,No,,,0 0 1605 0 0 0 0 0,No,
531,1714,2020.08.28 00:00:00,2020.08.28 00:00:00,,,,27.0,,2020.08.28 07:14:16,1,,,,Primary,,No,
532,1716,2020.08.28 00:00:00,2020.08.28 00:00:00,,,,27.0,,2020.08.28 07:14:16,1,,,,Primary,,No,
533,1723,2020.08.28 07:14:16,2020.08.28 07:14:16,16.0,38.17882,7.83303,,Hit,2020.08.28 07:14:16,1,No,No,,,3928 655 1133 12 2 0 1 5,No,
534,1724,2020.08.28 07:14:16,2020.08.28 07:14:16,16.0,38.17882,7.83303,,Hit,2020.08.28 07:14:16,1,No,No,,,3928 655 1133 12 2 0 1 5,No,
535,1729,2020.08.28 10:00:19,2020.08.28 10:00:19,3.0,38.13443,7.73638,,Hit,2020.08.28 10:00:19,1,No,No,,,0 0 1414 4 0 0 0 0,No,
536,1730,2020.08.28 10:00:19,2020.08.28 10:00:19,3.0,38.13443,7.73638,,Hit,2020.08.28 10:00:19,1,No,No,,,0 0 1414 4 0 0 0 0,No,
537,1731,2020.08.28 12:00:00,2020.08.28 12:00:00,,,,30.0,,2020.08.28 21:43:28,1,,,,Primary,,No,
538,1732,2020.08.28 12:00:00,2020.08.28 12:00:00,,,,30.0,,2020.08.28 21:43:28,1,,,,Primary,,No,
539,1743,2020.08.28 21:43:28,2020.08.28 21:43:28,2.0,38.13743,7.69115,,Hit,2020.08.28 21:43:28,1,No,No,,,4011 1003 17 10 1 0 2 2,No,
540,1744,2020.08.28 21:43:28,2020.08.28 21:43:28,2.0,38.13743,7.69115,,Hit,2020.08.28 21:43:28,1,No,No,,,4011 1003 17 10 1 0 2 2,No,
541,1747,2020.08.29 00:00:00,2020.08.29 00:00:00,,,,28.0,,2020.08.29 09:08:02,1,,,,Primary,,No,
542,1750,2020.08.29 00:00:00,2020.08.29 00:00:00,,,,28.0,,2020.08.29 09:08:02,1,,,,Primary,,No,
543,1759,2020.08.29 09:08:02,2020.08.29 09:08:02,2.0,38.19378,7.60672,,Hit,2020.08.29 09:08:02,1,No,No,,,0 0 1283 6 6 0 0 0,No,
544,1760,2020.08.29 09:08:02,2020.08.29 09:08:02,2.0,38.19378,7.60672,,Hit,2020.08.29 09:08:02,1,No,No,,,0 0 1283 6 6 0 0 0,No,
545,1763,2020.08.29 12:00:00,2020.08.29 12:00:00,,,,27.0,,2020.08.29 18:49:27,1,,,,Primary,,No,
546,1765,2020.08.29 12:00:00,2020.08.29 12:00:00,,,,27.0,,2020.08.29 18:49:27,1,,,,Primary,,No,
547,1773,2020.08.29 18:49:27,2020.08.29 18:49:27,6.0,38.20257,7.4708,,Hit,2020.08.29 18:49:27,1,No,No,,,904 904 1394 7 2 0 0 1,No,
548,1774,2020.08.29 18:49:27,2020.08.29 18:49:27,6.0,38.20257,7.4708,,Hit,2020.08.29 18:49:27,1,No,No,,,904 904 1394 7 2 0 0 1,No,
549,1780,2020.08.30 00:00:00,2020.08.30 00:00:00,,,,27.0,,2020.08.30 08:34:57,1,,,,Primary,,No,
550,1781,2020.08.30 00:00:00,2020.08.30 00:00:00,,,,27.0,,2020.08.30 08:34:57,1,,,,Primary,,No,
551,1791,2020.08.30 08:34:57,2020.08.30 08:34:57,3.0,38.10455,7.4137,,Hit,2020.08.30 08:34:57,1,No,No,,,1032 1032 1468 10 4 0 1 0,No,
552,1792,2020.08.30 08:34:57,2020.08.30 08:34:57,3.0,38.10455,7.4137,,Hit,2020.08.30 08:34:57,1,No,No,,,1032 1032 1468 10 4 0 1 0,No,
553,1796,2020.08.30 12:00:00,2020.08.30 12:00:00,,,,28.0,,2020.08.30 17:49:07,1,,,,Primary,,No,
554,1798,2020.08.30 12:00:00,2020.08.30 12:00:00,,,,28.0,,2020.08.30 17:49:07,1,,,,Primary,,No,
555,1803,2020.08.30 17:49:07,2020.08.30 17:49:07,,,,,Hit,2020.08.30 17:49:07,1,No,No,,,1504 752 13 7 2 0 0 2,No,
556,1804,2020.08.30 17:49:07,2020.08.30 17:49:07,,,,,Hit,2020.08.30 17:49:07,1,No,No,,,1504 752 13 7 2 0 0 2,No,
557,1812,2020.08.31 00:00:00,2020.08.31 00:00:00,,,,27.0,,2020.08.31 06:34:12,1,,,,Primary,,No,
558,1814,2020.08.31 00:00:00,2020.08.31 00:00:00,,,,27.0,,2020.08.31 06:34:12,1,,,,Primary,,No,
559,1821,2020.08.31 06:34:12,2020.08.31 06:34:12,4.0,38.19472,7.23835,,Hit,2020.08.31 06:34:12,1,No,No,,,1718 1718 2010 8 5 0 1 0,No,
560,1822,2020.08.31 06:34:12,2020.08.31 06:34:12,4.0,38.19472,7.23835,,Hit,2020.08.31 06:34:12,1,No,No,,,1718 1718 2010 8 5 0 1 0,No,
561,1828,2020.08.31 12:00:00,2020.08.31 12:00:00,,,,27.0,,2020.08.31 17:05:48,1,,,,Primary,,No,
562,1830,2020.08.31 12:00:00,2020.08.31 12:00:00,,,,27.0,,2020.08.31 17:05:48,1,,,,Primary,,No,
563,1835,2020.08.31 17:05:48,2020.08.31 17:05:48,3.0,38.14707,7.1873,,Hit,2020.08.31 17:05:48,1,No,No,,,2187 2187 2436 7 3 0 1 0,No,
564,1836,2020.08.31 17:05:48,2020.08.31 17:05:48,3.0,38.14707,7.1873,,Hit,2020.08.31 17:05:48,1,No,No,,,2187 2187 2436 7 3 0 1 0,No,
565,1845,2020.09.01 00:00:00,2020.09.01 00:00:00,,,,25.0,,2020.09.01 00:35:09,1,,,,Primary,,No,
566,1846,2020.09.01 00:00:00,2020.09.01 00:00:00,,,,25.0,,2020.09.01 00:35:09,1,,,,Primary,,No,
567,1847,2020.09.01 00:35:09,2020.09.01 00:35:09,4.0,38.09938,7.13633,,Hit,2020.09.01 00:35:09,1,No,No,,,0 0 2265 8 0 0 0 0,No,
568,1848,2020.09.01 00:35:09,2020.09.01 00:35:09,4.0,38.09938,7.13633,,Hit,2020.09.01 00:35:09,1,No,No,,,0 0 2265 8 0 0 0 0,No,
569,1857,2020.09.01 08:19:47,2020.09.01 08:19:47,4.0,38.09662,7.1816,,Hit,2020.09.01 08:19:47,1,No,No,,,0 0 1412 8 0 0 0 0,No,
570,1858,2020.09.01 08:19:47,2020.09.01 08:19:47,4.0,38.09662,7.1816,,Hit,2020.09.01 08:19:47,1,No,No,,,0 0 1412 8 0 0 0 0,No,
571,1861,2020.09.01 12:00:00,2020.09.01 12:00:00,,,,19.0,,2020.09.01 17:06:42,1,,,,Primary,,No,
572,1864,2020.09.01 12:00:00,2020.09.01 12:00:00,,,,19.0,,2020.09.01 17:06:42,1,,,,Primary,,No,
573,1869,2020.09.01 17:06:42,2020.09.01 17:06:42,5.0,38.09382,7.22685,,Hit,2020.09.01 17:06:42,1,No,No,,,1374 1374 1374 9 0 0 1 0,No,
574,1870,2020.09.01 17:06:42,2020.09.01 17:06:42,5.0,38.09382,7.22685,,Hit,2020.09.01 17:06:42,1,No,No,,,1374 1374 1374 9 0 0 1 0,No,
575,1877,2020.09.02 00:00:00,2020.09.02 00:00:00,,,,25.0,,2020.09.02 02:05:25,1,,,,Primary,,No,
576,1879,2020.09.02 00:00:00,2020.09.02 00:00:00,,,,25.0,,2020.09.02 02:05:25,1,,,,Primary,,No,
577,1883,2020.09.02 02:05:25,2020.09.02 02:05:25,4.0,38.04338,7.22112,,Hit,2020.09.02 02:05:25,1,No,No,,,0 0 1623 8 0 0 0 0,No,
578,1884,2020.09.02 02:05:25,2020.09.02 02:05:25,4.0,38.04338,7.22112,,Hit,2020.09.02 02:05:25,1,No,No,,,0 0 1623 8 0 0 0 0,No,
579,1893,2020.09.02 10:07:31,2020.09.02 10:07:31,3.0,38.06263,7.27212,,Hit,2020.09.02 10:07:31,1,No,No,,,0 0 1282 8 1 0 0 0,No,
580,1894,2020.09.02 10:07:31,2020.09.02 10:07:31,3.0,38.06263,7.27212,,Hit,2020.09.02 10:07:31,1,No,No,,,0 0 1282 8 1 0 0 0,No,
581,1895,2020.09.02 12:00:00,2020.09.02 12:00:00,,,,28.0,,2020.09.02 19:14:15,1,,,,Primary,,No,
582,1898,2020.09.02 12:00:00,2020.09.02 12:00:00,,,,28.0,,2020.09.02 19:14:15,1,,,,Primary,,No,
583,1905,2020.09.02 19:14:15,2020.09.02 19:14:15,12.0,38.09382,7.22685,,Hit,2020.09.02 19:14:15,1,No,No,,,0 0 2157 7 2 0 0 0,No,
584,1906,2020.09.02 19:14:15,2020.09.02 19:14:15,12.0,38.09382,7.22685,,Hit,2020.09.02 19:14:15,1,No,No,,,0 0 2157 7 2 0 0 0,No,
585,1911,2020.09.03 00:00:00,2020.09.03 00:00:00,,,,27.0,,2020.09.03 06:24:43,1,,,,Primary,,No,
586,1912,2020.09.03 00:00:00,2020.09.03 00:00:00,,,,27.0,,2020.09.03 06:24:43,1,,,,Primary,,No,
587,1921,2020.09.03 06:24:43,2020.09.03 06:24:43,4.0,38.01218,7.26633,,Hit,2020.09.03 06:24:43,1,No,No,,,0 0 1703 8 3 0 0 0,No,
588,1922,2020.09.03 06:24:43,2020.09.03 06:24:43,4.0,38.01218,7.26633,,Hit,2020.09.03 06:24:43,1,No,No,,,0 0 1703 8 3 0 0 0,No,
589,1927,2020.09.03 12:00:00,2020.09.03 12:00:00,,,,25.0,,2020.09.03 14:01:02,1,,,,Primary,,No,
590,1930,2020.09.03 12:00:00,2020.09.03 12:00:00,,,,25.0,,2020.09.03 14:01:02,1,,,,Primary,,No,
591,1933,2020.09.03 14:01:02,2020.09.03 14:01:02,6.0,37.96455,7.2154,,Hit,2020.09.03 14:01:02,1,No,No,,,0 0 80 7 1 0 0 0,No,
592,1934,2020.09.03 14:01:02,2020.09.03 14:01:02,6.0,37.96455,7.2154,,Hit,2020.09.03 14:01:02,1,No,No,,,0 0 80 7 1 0 0 0,No,
593,1943,2020.09.03 22:19:56,2020.09.03 22:19:56,7.0,38.04058,7.26633,,Hit,2020.09.03 22:19:56,1,No,No,,,0 0 1624 7 1 0 0 0,No,
594,1944,2020.09.03 22:19:56,2020.09.03 22:19:56,7.0,38.04058,7.26633,,Hit,2020.09.03 22:19:56,1,No,No,,,0 0 1624 7 1 0 0 0,No,
595,1945,2020.09.03 22:54:38,2020.09.03 22:54:38,,,,,Hit,2020.09.03 22:54:38,1,,,,,,,
596,1946,2020.09.03 22:54:38,2020.09.03 22:54:38,,,,,Hit,2020.09.03 22:54:38,1,,,,,,,
597,1948,2020.09.04 00:00:00,2020.09.04 00:00:00,,,,27.0,,2020.09.04 09:14:04,1,,,,Primary,,No,
598,1950,2020.09.04 00:00:00,2020.09.04 00:00:00,,,,27.0,,2020.09.04 09:14:04,1,,,,Primary,,No,
599,1959,2020.09.04 09:14:04,2020.09.04 09:14:04,8.0,37.99297,7.2154,,Hit,2020.09.04 09:14:04,1,No,No,,,3865 1933 1335 8 2 0 1 1,No,
600,1960,2020.09.04 09:14:04,2020.09.04 09:14:04,8.0,37.99297,7.2154,,Hit,2020.09.04 09:14:04,1,No,No,,,3865 1933 1335 8 2 0 1 1,No,
601,1963,2020.09.04 12:00:00,2020.09.04 12:00:00,,,,32.0,,2020.09.04 15:00:15,1,,,,Primary,,No,
602,1966,2020.09.04 12:00:00,2020.09.04 12:00:00,,,,32.0,,2020.09.04 15:00:15,1,,,,Primary,,No,
603,1969,2020.09.04 15:00:15,2020.09.04 15:00:15,2.0,37.99575,7.1702,,Hit,2020.09.04 15:00:15,1,No,No,,,0 0 1329 7 0 0 0 0,No,
604,1970,2020.09.04 15:00:15,2020.09.04 15:00:15,2.0,37.99575,7.1702,,Hit,2020.09.04 15:00:15,1,No,No,,,0 0 1329 7 0 0 0 0,No,
605,1979,2020.09.05 00:00:00,2020.09.05 00:00:00,,,,26.0,,2020.09.05 08:20:22,1,,,,Primary,,No,
606,1982,2020.09.05 00:00:00,2020.09.05 00:00:00,,,,26.0,,2020.09.05 08:20:22,1,,,,Primary,,No,
607,1983,2020.09.05 00:05:50,2020.09.05 00:05:50,3.0,37.99575,7.1702,,Hit,2020.09.05 00:05:50,1,No,No,,,18 18 1674 8 0 0 0 1,No,
608,1984,2020.09.05 00:05:50,2020.09.05 00:05:50,3.0,37.99575,7.1702,,Hit,2020.09.05 00:05:50,1,No,No,,,18 18 1674 8 0 0 0 1,No,
609,1993,2020.09.05 08:20:22,2020.09.05 08:20:22,3.0,37.9985,7.125,,Hit,2020.09.05 08:20:22,1,No,No,,,0 0 1821 8 1 0 0 0,No,
610,1994,2020.09.05 08:20:22,2020.09.05 08:20:22,3.0,37.9985,7.125,,Hit,2020.09.05 08:20:22,1,No,No,,,0 0 1821 8 1 0 0 0,No,
611,1998,2020.09.05 12:00:00,2020.09.05 12:00:00,,,,28.0,,2020.09.05 18:31:30,1,,,,Primary,,No,
612,2000,2020.09.05 12:00:00,2020.09.05 12:00:00,,,,28.0,,2020.09.05 18:31:30,1,,,,Primary,,No,
613,2007,2020.09.05 18:31:30,2020.09.05 18:31:30,4.0,37.96733,7.1702,,Hit,2020.09.05 18:31:30,1,No,No,,,0 0 1875 8 2 0 0 0,No,
614,2008,2020.09.05 18:31:30,2020.09.05 18:31:30,4.0,37.96733,7.1702,,Hit,2020.09.05 18:31:30,1,No,No,,,0 0 1875 8 2 0 0 0,No,
615,2013,2020.09.06 00:00:00,2020.09.06 00:00:00,,,,27.0,,2020.09.06 06:11:59,1,,,,Primary,,No,
616,2015,2020.09.06 00:00:00,2020.09.06 00:00:00,,,,27.0,,2020.09.06 06:11:59,1,,,,Primary,,No,
617,2023,2020.09.06 06:11:59,2020.09.06 06:11:59,3.0,37.96733,7.1702,,Hit,2020.09.06 06:11:59,1,No,No,,,0 0 1604 7 4 0 0 0,No,
618,2024,2020.09.06 06:11:59,2020.09.06 06:11:59,3.0,37.96733,7.1702,,Hit,2020.09.06 06:11:59,1,No,No,,,0 0 1604 7 4 0 0 0,No,
619,2029,2020.09.06 12:00:00,2020.09.06 12:00:00,,,,26.0,,2020.09.06 12:42:52,1,,,,Primary,,No,
620,2032,2020.09.06 12:00:00,2020.09.06 12:00:00,,,,26.0,,2020.09.06 12:42:52,1,,,,Primary,,No,
621,2033,2020.09.06 12:42:52,2020.09.06 12:42:52,3.0,37.97283,7.0798,,Hit,2020.09.06 12:42:52,1,No,No,,,1530 1530 1161 7 0 0 0 1,No,
622,2034,2020.09.06 12:42:52,2020.09.06 12:42:52,3.0,37.97283,7.0798,,Hit,2020.09.06 12:42:52,1,No,No,,,1530 1530 1161 7 0 0 0 1,No,
623,2045,2020.09.06 22:40:13,2020.09.06 22:40:13,22.0,37.95355,7.029,,Hit,2020.09.06 22:40:13,1,No,No,,,930 465 1196 9 1 0 0 2,No,
624,2046,2020.09.06 22:40:13,2020.09.06 22:40:13,22.0,37.95355,7.029,,Hit,2020.09.06 22:40:13,1,No,No,,,930 465 1196 9 1 0 0 2,No,
625,2047,2020.09.07 00:00:00,2020.09.07 00:00:00,,,,26.0,,2020.09.07 08:40:17,2,,,,Primary,,No,
626,2050,2020.09.07 00:00:00,2020.09.07 00:00:00,,,,26.0,,2020.09.07 08:40:17,2,,,,Primary,,No,
627,2059,2020.09.07 08:40:17,2020.09.07 08:40:17,5.0,37.95082,7.07418,,Hit,2020.09.07 08:40:17,1,No,No,,,1224 1224 1289 8 2 0 0 1,No,
628,2060,2020.09.07 08:40:17,2020.09.07 08:40:17,5.0,37.95082,7.07418,,Hit,2020.09.07 08:40:17,1,No,No,,,1224 1224 1289 8 2 0 0 1,No,
629,2061,2020.09.07 09:01:04,2020.09.07 09:01:04,13.0,37.92238,7.07418,,Hit,2020.09.07 09:01:04,1,No,No,,,2513 1257 1127 8 2 0 0 2,No,
630,2062,2020.09.07 09:01:04,2020.09.07 09:01:04,13.0,37.92238,7.07418,,Hit,2020.09.07 09:01:04,1,No,No,,,2513 1257 1127 8 2 0 0 2,No,
631,2066,2020.09.07 12:00:00,2020.09.07 12:00:00,,,,28.0,,2020.09.08 07:45:00,1,,,,Primary,,No,
632,2068,2020.09.07 12:00:00,2020.09.07 12:00:00,,,,28.0,,2020.09.08 07:45:00,1,,,,Primary,,No,
633,2080,2020.09.08 00:00:00,2020.09.08 00:00:00,,,,27.0,,2020.09.08 10:48:45,1,,,,Primary,,No,
634,2082,2020.09.08 00:00:00,2020.09.08 00:00:00,,,,27.0,,2020.09.08 10:48:45,1,,,,Primary,,No,
635,2089,2020.09.08 07:45:00,2020.09.08 07:45:00,3.0,37.91645,6.79757,,Hit,2020.09.08 07:45:00,1,No,No,,,8933 812 2332 10 13 0 1 10,No,
636,2090,2020.09.08 07:45:00,2020.09.08 07:45:00,3.0,37.91645,6.79757,,Hit,2020.09.08 07:45:00,1,No,No,,,8933 812 2332 10 13 0 1 10,No,
637,2095,2020.09.08 10:48:45,2020.09.08 10:48:45,,,,,Hit,2020.09.08 10:48:45,1,No,No,,,2022 1011 1533 3 0 0 1 1,No,
638,2096,2020.09.08 10:48:45,2020.09.08 10:48:45,,,,,Hit,2020.09.08 10:48:45,1,No,No,,,2022 1011 1533 3 0 0 1 1,No,
639,2099,2020.09.08 12:00:00,2020.09.08 12:00:00,,,,20.0,,2020.09.08 23:53:28,1,,,,Primary,,No,
640,2100,2020.09.08 12:00:00,2020.09.08 12:00:00,,,,20.0,,2020.09.08 23:53:28,1,,,,Primary,,No,
641,2111,2020.09.08 23:53:28,2020.09.08 23:53:28,7.0,37.95008,6.70717,,Hit,2020.09.08 23:53:28,1,No,No,,,3267 653 1476 7 6 0 1 4,No,
642,2112,2020.09.08 23:53:28,2020.09.08 23:53:28,7.0,37.95008,6.70717,,Hit,2020.09.08 23:53:28,1,No,No,,,3267 653 1476 7 6 0 1 4,No,
643,2113,2020.09.09 00:00:00,2020.09.09 00:00:00,,,,26.0,,2020.09.09 06:02:39,1,,,,Primary,,No,
644,2114,2020.09.09 00:00:00,2020.09.09 00:00:00,,,,26.0,,2020.09.09 06:02:39,1,,,,Primary,,No,
645,2123,2020.09.09 06:02:39,2020.09.09 06:02:39,4.0,37.92423,6.66195,,Hit,2020.09.09 06:02:39,1,No,No,,,0 0 1991 6 1 0 0 0,No,
646,2124,2020.09.09 06:02:39,2020.09.09 06:02:39,4.0,37.92423,6.66195,,Hit,2020.09.09 06:02:39,1,No,No,,,0 0 1991 6 1 0 0 0,No,
647,2129,2020.09.09 12:00:00,2020.09.09 12:00:00,,,,21.0,,2020.09.09 14:05:26,1,,,,Primary,,No,
648,2132,2020.09.09 12:00:00,2020.09.09 12:00:00,,,,21.0,,2020.09.09 14:05:26,1,,,,Primary,,No,
649,2135,2020.09.09 14:05:26,2020.09.09 14:05:26,5.0,37.92423,6.66195,,Hit,2020.09.09 14:05:26,1,No,No,,,1530 1530 1530 8 0 0 1 0,No,
650,2136,2020.09.09 14:05:26,2020.09.09 14:05:26,5.0,37.92423,6.66195,,Hit,2020.09.09 14:05:26,1,No,No,,,1530 1530 1530 8 0 0 1 0,No,
651,2145,2020.09.10 00:00:00,2020.09.10 00:00:00,,,,26.0,,2020.09.10 07:31:24,1,,,,Primary,,No,
652,2146,2020.09.10 00:00:00,2020.09.10 00:00:00,,,,26.0,,2020.09.10 07:31:24,1,,,,Primary,,No,
653,2151,2020.09.10 02:21:57,2020.09.10 02:21:57,,,,,Hit,2020.09.10 02:21:57,1,No,No,,,4039 808 1484 9 2 0 1 4,No,
654,2152,2020.09.10 02:21:57,2020.09.10 02:21:57,,,,,Hit,2020.09.10 02:21:57,1,No,No,,,4039 808 1484 9 2 0 1 4,No,
655,2157,2020.09.10 07:31:24,2020.09.10 07:31:24,3.0,37.95778,6.5715,,Hit,2020.09.10 07:31:24,1,No,No,,,0 0 2278 6 0 0 0 0,No,
656,2158,2020.09.10 07:31:24,2020.09.10 07:31:24,3.0,37.95778,6.5715,,Hit,2020.09.10 07:31:24,1,No,No,,,0 0 2278 6 0 0 0 0,No,
657,2164,2020.09.10 12:00:00,2020.09.10 12:00:00,,,,25.0,,2020.09.10 18:24:36,1,,,,Primary,,No,
658,2166,2020.09.10 12:00:00,2020.09.10 12:00:00,,,,25.0,,2020.09.10 18:24:36,1,,,,Primary,,No,
659,2173,2020.09.10 18:24:36,2020.09.10 18:24:36,10.0,37.96282,6.48102,,Hit,2020.09.10 18:24:36,1,No,No,,,3907 1302 1852 9 2 0 0 3,No,
660,2174,2020.09.10 18:24:36,2020.09.10 18:24:36,10.0,37.96282,6.48102,,Hit,2020.09.10 18:24:36,1,No,No,,,3907 1302 1852 9 2 0 0 3,No,
661,2179,2020.09.11 00:00:00,2020.09.11 00:00:00,,,,26.0,,2020.09.11 10:11:41,1,,,,Primary,,No,
662,2182,2020.09.11 00:00:00,2020.09.11 00:00:00,,,,26.0,,2020.09.11 10:11:41,1,,,,Primary,,No,
663,2193,2020.09.11 10:11:41,2020.09.11 10:11:41,3.0,37.8619,6.47075,,Hit,2020.09.11 10:11:41,1,No,No,,,4306 2153 1340 8 7 0 0 2,No,
664,2194,2020.09.11 10:11:41,2020.09.11 10:11:41,3.0,37.8619,6.47075,,Hit,2020.09.11 10:11:41,1,No,No,,,4306 2153 1340 8 7 0 0 2,No,
665,2195,2020.09.11 12:00:00,2020.09.11 12:00:00,,,,26.0,,2020.09.12 02:58:25,1,,,,Primary,,No,
666,2197,2020.09.11 12:00:00,2020.09.11 12:00:00,,,,26.0,,2020.09.12 02:58:25,1,,,,Primary,,No,
667,2209,2020.09.12 00:00:00,2020.09.12 00:00:00,,,,26.0,,2020.09.12 06:34:14,1,,,,Primary,,No,
668,2211,2020.09.12 00:00:00,2020.09.12 00:00:00,,,,26.0,,2020.09.12 06:34:14,1,,,,Primary,,No,
669,2215,2020.09.12 02:58:25,2020.09.12 02:58:25,2.0,37.78792,6.37532,,Hit,2020.09.12 02:58:25,1,No,No,,,14500 967 553 12 1 0 0 15,No,
670,2216,2020.09.12 02:58:25,2020.09.12 02:58:25,2.0,37.78792,6.37532,,Hit,2020.09.12 02:58:25,1,No,No,,,14500 967 553 12 1 0 0 15,No,
671,2221,2020.09.12 06:34:14,2020.09.12 06:34:14,3.0,37.76597,6.37027,,Hit,2020.09.12 06:34:14,1,No,No,,,115 115 1633 4 1 0 0 1,No,
672,2222,2020.09.12 06:34:14,2020.09.12 06:34:14,3.0,37.76597,6.37027,,Hit,2020.09.12 06:34:14,1,No,No,,,115 115 1633 4 1 0 0 1,No,
673,2228,2020.09.12 12:00:00,2020.09.12 12:00:00,,,,20.0,,2020.09.12 14:55:49,1,,,,Primary,,No,
674,2229,2020.09.12 12:00:00,2020.09.12 12:00:00,,,,20.0,,2020.09.12 14:55:49,1,,,,Primary,,No,
675,2233,2020.09.12 14:21:16,2020.09.12 14:21:16,3.0,37.68702,6.36523,,Hit,2020.09.12 14:21:16,1,,,,,,,Incomplete Transfer
676,2234,2020.09.12 14:21:16,2020.09.12 14:21:16,3.0,37.68702,6.36523,,Hit,2020.09.12 14:21:16,1,,,,,,,Incomplete Transfer
677,2235,2020.09.12 14:55:49,2020.09.12 14:55:49,3.0,37.68702,6.36523,,Hit,2020.09.12 14:55:49,1,No,No,,,2920 1460 1821 8 0 0 0 2,No,
678,2236,2020.09.12 14:55:49,2020.09.12 14:55:49,3.0,37.68702,6.36523,,Hit,2020.09.12 14:55:49,1,No,No,,,2920 1460 1821 8 0 0 0 2,No,
679,2246,2020.09.13 00:00:00,2020.09.13 00:00:00,,,,26.0,,2020.09.13 07:24:23,1,,,,Primary,,No,
680,2247,2020.09.13 00:00:00,2020.09.13 00:00:00,,,,26.0,,2020.09.13 07:24:23,1,,,,Primary,,No,
681,2249,2020.09.13 00:32:22,2020.09.13 00:32:22,8.0,37.55757,6.35518,,Hit,2020.09.13 00:32:22,1,No,No,,,2728 546 1195 8 2 0 2 3,No,
682,2250,2020.09.13 00:32:22,2020.09.13 00:32:22,8.0,37.55757,6.35518,,Hit,2020.09.13 00:32:22,1,No,No,,,2728 546 1195 8 2 0 2 3,No,
683,2257,2020.09.13 07:24:23,2020.09.13 07:24:23,4.0,37.45428,6.39013,,Hit,2020.09.13 07:24:23,1,No,No,,,0 0 1635 7 0 0 0 0,No,
684,2258,2020.09.13 07:24:23,2020.09.13 07:24:23,4.0,37.45428,6.39013,,Hit,2020.09.13 07:24:23,1,No,No,,,0 0 1635 7 0 0 0 0,No,
685,2263,2020.09.13 12:00:00,2020.09.13 12:00:00,,,,23.0,,2020.09.13 15:15:49,1,,,,Primary,,No,
686,2265,2020.09.13 12:00:00,2020.09.13 12:00:00,,,,23.0,,2020.09.13 15:15:49,1,,,,Primary,,No,
687,2269,2020.09.13 15:15:49,2020.09.13 15:15:49,4.0,37.40872,6.29527,,Hit,2020.09.13 15:15:49,1,No,No,,,2188 2188 2188 8 0 0 0 1,No,
688,2270,2020.09.13 15:15:49,2020.09.13 15:15:49,4.0,37.40872,6.29527,,Hit,2020.09.13 15:15:49,1,No,No,,,2188 2188 2188 8 0 0 0 1,No,
689,2280,2020.09.14 00:00:00,2020.09.14 00:00:00,,,,26.0,,2020.09.14 10:09:51,1,,,,Primary,,No,
690,2281,2020.09.14 00:00:00,2020.09.14 00:00:00,,,,26.0,,2020.09.14 10:09:51,1,,,,Primary,,No,
691,2287,2020.09.14 05:52:01,2020.09.14 05:52:01,4.0,37.36777,6.11068,,Hit,2020.09.14 05:52:01,1,No,No,,,5203 578 819 12 2 0 1 8,No,
692,2288,2020.09.14 05:52:01,2020.09.14 05:52:01,4.0,37.36777,6.11068,,Hit,2020.09.14 05:52:01,1,No,No,,,5203 578 819 12 2 0 1 8,No,
693,2295,2020.09.14 10:09:51,2020.09.14 10:09:51,4.0,37.42512,5.98058,,Hit,2020.09.14 10:09:51,1,No,No,,,0 0 1818 3 1 0 0 0,No,
694,2296,2020.09.14 10:09:51,2020.09.14 10:09:51,4.0,37.42512,5.98058,,Hit,2020.09.14 10:09:51,1,No,No,,,0 0 1818 3 1 0 0 0,No,
695,2297,2020.09.14 12:00:00,2020.09.14 12:00:00,,,,27.0,,2020.09.14 17:44:01,1,,,,Primary,,No,
696,2299,2020.09.14 12:00:00,2020.09.14 12:00:00,,,,27.0,,2020.09.14 17:44:01,1,,,,Primary,,No,
697,2305,2020.09.14 17:13:34,2020.09.14 17:13:34,4.0,37.46052,5.84562,,Hit,2020.09.14 17:13:34,1,,,,,,,Incomplete Transfer
698,2306,2020.09.14 17:13:34,2020.09.14 17:13:34,4.0,37.46052,5.84562,,Hit,2020.09.14 17:13:34,1,,,,,,,Incomplete Transfer
